subjectROR	subjectLabel	predicate	predicateLabel	objectROR	objectLabel
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01hg13988	Centre d'Études et de Recherches sur le Développement International
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01ja5aj48	Histoire, Archéologie et Littérature des Mondes Anciens
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01jv2ft75	Laboratoire de Mécanique Paris-Saclay
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01k7w0p97	Centre Émile Durkheim
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01kysxr05	Centre d’études en sciences sociales du religieux
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01m83bk32	Laboratoire d'électronique, systèmes de communication et microsystèmes
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01mbkbh33	Organisation de Micro-Electronique Générale Avancée
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01nhp3z94	Temps, Mondes, Sociétés
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01p4g5p84	Géographie de l'environnement
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01q76b368	Institut Écologie et Environnement
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01qfjp710	Lasers, Plasmas et Procédés Photoniques
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01rb31945	"Laboratoire Interdisciplinaire de Recherches ""Sociétés, Sensibilités, Soin"""
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01rzzcx32	Centre de Recherches Critiques sur le Droit
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01t05f005	Laboratoire Structures, Propriétés et Modélisation des Solides
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01vqrde47	Nançay Radio Observatory
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01vrz7264	Génétique et biologie du développement
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01waxag60	Light, nanomaterials, nanotechnologies
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01xkfnd03	Laboratoire de Mathématiques de Reims
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01ydb3330	Soleil Synchrotron
02feahw73	French National Centre for Scientific Research	P527	has part(s)	01yw97595	Laboratoire Aménagement Économie Transports
02feahw73	French National Centre for Scientific Research	P527	has part(s)	020azc393	Laboratoire Lorrain de Chimie Moléculaire
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02125p091	Sciences et Technologies des Cultures et Sociétés Numériques
02feahw73	French National Centre for Scientific Research	P527	has part(s)	0213f8g15	DMEX Centre for X-ray Imaging
02feahw73	French National Centre for Scientific Research	P527	has part(s)	021zcv334	Ecology and Conservation Science for Sustainable Seas
02feahw73	French National Centre for Scientific Research	P527	has part(s)	022psxk94	Maison Française d'Oxford
02feahw73	French National Centre for Scientific Research	P527	has part(s)	0257sgk90	Laboratoire d’Informatique et Systèmes
02feahw73	French National Centre for Scientific Research	P527	has part(s)	025esck76	Langues et Civilisations à Tradition Orale
02feahw73	French National Centre for Scientific Research	P527	has part(s)	026ddbz68	Génomique évolutive, modélisation et santé
02feahw73	French National Centre for Scientific Research	P527	has part(s)	026fpwg41	Chronobiotron
02feahw73	French National Centre for Scientific Research	P527	has part(s)	026m44z54	Laboratoire Nanotechnologies et Nanosystèmes
02feahw73	French National Centre for Scientific Research	P527	has part(s)	026p10446	Droit, religion, entreprise et société
02feahw73	French National Centre for Scientific Research	P527	has part(s)	026t9b832	Institut français d'études sur l'Asie centrale
02feahw73	French National Centre for Scientific Research	P527	has part(s)	026tf7535	Centre Max Weber
02feahw73	French National Centre for Scientific Research	P527	has part(s)	027defw95	Centre de Compétences NanoSciences Ile-de-France
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02844qe97	Unite de recherche migrations et sociétés
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02a4c5q78	Centre de recherche sur les Inégalités Sociales
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02af93v77	Biologie du Développement et Cellules Souches
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02aja8v82	OpenEdition Center
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02atkd403	Laboratoire de Physique et Chimie Théoriques
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02cmt9z73	Agence pour les Mathématiques en Interaction avec l'Entreprise et la Société
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02cte4b68	Institut de Chimie
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02cyw3861	Observatoire Terre et environnement de Lorraine
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02evk6c51	Ethologie animale et humaine
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02f6tst70	Catalyse, Polymérisation, Procédés et Matériaux
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02fgakj19	Integrative Neuroscience and Cognition Center
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02hp31992	Empenn
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02hwc1z56	Laboratoire d'Ingénierie des Systèmes Macromoléculaires
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02k7ask46	CALMIP
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02km70587	Centre d'études Alexandrines
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02nfq1309	Chimie et Modélisation pour la Biologie du Cancer
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02p2rk609	Laboratoire de Mathématiques et Applications
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02qdgbw61	Service des Avions Français Instrumentés pour la Recherche en Environnement
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02rmwrd87	Laboratoire Environnements, Dynamiques et Territoires de Montagne
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02t220m45	Délégation Bretagne et Pays de la Loire
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02t2hg116	Institut des Sciences de la Terre d'Orléans
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02t9nm044	Institut français du Proche-Orient
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02v6phz91	Vision pour la Robotique
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02vnd0e65	Laboratoire de Probabilités, Statistique et Modélisation
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02w8awt17	Laboratoire de Mécanique des Fluides de Lille - Kampé de Fériet
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02wgtm643	Centre de Recherche en Archéologie, Archéosciences, Histoire
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02wmc6m46	Institut d'Histoire des Représentations et des Idées dans les Modernités
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02wq1s711	Fédération de recherche Matière et Interactions
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02ygac863	Maison des Sciences de l'Homme et de la Société Sud-Est
02feahw73	French National Centre for Scientific Research	P527	has part(s)	02yvha224	Centre pour les humanités numériques et l'histoire de la justice
02feahw73	French National Centre for Scientific Research	P527	has part(s)	0302qeq32	Centre de recherche sur le monde iranien
02feahw73	French National Centre for Scientific Research	P527	has part(s)	030d6wr93	LIMA Laboratoire d’Innovation Moléculaire et Applications
02feahw73	French National Centre for Scientific Research	P527	has part(s)	030ewzw66	Western Institute of Law and Europe
02feahw73	French National Centre for Scientific Research	P527	has part(s)	030qxve40	École & Observatoire des Sciences de la Terre
02feahw73	French National Centre for Scientific Research	P527	has part(s)	030vwjb30	Genopolys
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03237mt20	Espaces et Sociétés
02feahw73	French National Centre for Scientific Research	P527	has part(s)	0331qyx19	Institut Français d'Études Anatoliennes
02feahw73	French National Centre for Scientific Research	P527	has part(s)	0343fpq57	Chimie, Structures et Propriétés de Biomatériaux et d'Agents Thérapeutiques
02feahw73	French National Centre for Scientific Research	P527	has part(s)	034bena10	Centre d'Immunophénomique
02feahw73	French National Centre for Scientific Research	P527	has part(s)	034gk7456	Bases de données sur la Biodiversité, Ecologie, Environnement et Sociétés
02feahw73	French National Centre for Scientific Research	P527	has part(s)	036w0tz95	Réseau interdisciplinaire pour l’aménagement, l’observation et la cohésion des territoires européens
02feahw73	French National Centre for Scientific Research	P527	has part(s)	036xhtv26	Institute of Genetics and Development of Rennes
02feahw73	French National Centre for Scientific Research	P527	has part(s)	0371yc337	Laboratoire de Chimie-Physique Macromoléculaire
02feahw73	French National Centre for Scientific Research	P527	has part(s)	037eda396	PatriNat
02feahw73	French National Centre for Scientific Research	P527	has part(s)	037f3ga09	Institut de Recherches et d'Etudes sur les Mondes Arabes et Musulmans
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03949e763	Integrated Structural Biology Grenoble
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03bcyhr16	Irasia Recherche
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03cjyj977	Chimie Biologique pour le Vivant
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03cxnrt47	Centre de Recherche d'Albi en génie des Procédés, des SOlides Divisés, de l'Énergie et de l'Environnement
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03dg47v24	Laboratoire des Fluides Complexes et leurs Réservoirs
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03e2syc87	Maison Asie Pacifique
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03e4tg734	Laboratoire de Microbiologie Fondamentale et Pathogénicité
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03fd77x13	Institut National de Physique Nucléaire et de Physique des Particules
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03hqv2x85	Mitochondrial and Cardiovascular Physiopathology
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03j7mz841	Centre d’Archives en Philosophie, Histoire et Édition des Sciences
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03jca6281	Laboratoire de Mathématiques et Modélisation d'Évry
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03jm2hc44	Laboratoire de Mathématiques Nicolas Oresme
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03k32n603	CEPN - Centre d'Economie de l'Université Paris Nord
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03k37h274	Chimie et Biologie de la Cellule
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03qt6f440	LINK - Laboratory for Innovative Key Materials and Structures
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03r0cdk24	Institut de Recherche sur l'Architecture Antique
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03rnz7p05	Centre Michel de Boüard
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03t9s7t87	Pathogénèse Bactérienne et Réponses Cellulaires
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03tvs6n06	Centre de microcaractérisation Raimond Castaing
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03v4gsj38	Maison des Sciences de l'Homme Val de Loire
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03vtagt31	Paris Jourdan Sciences Economiques
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03vte9x46	Observatoire des Sciences de l'Univers de Grenoble
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03wdx6c48	Trajectoires. De la sédentarisation à l’État
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03y7m8990	Physique pour la médecine Paris
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03ygj8248	Europe orientale, balkanique et médiane
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03ym2w748	Praxiling
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03yn94905	Fonctions Optiques pour les Technologies de l’information
02feahw73	French National Centre for Scientific Research	P527	has part(s)	03yz3tz18	Direction Générale Déléguée aux Ressources
02feahw73	French National Centre for Scientific Research	P527	has part(s)	040r8ry56	STELLA MARE
02feahw73	French National Centre for Scientific Research	P527	has part(s)	040smqw14	Institut Clément Ader
02feahw73	French National Centre for Scientific Research	P527	has part(s)	041ctrc20	Centre de droit comparé du travail et de la sécurité sociale
02feahw73	French National Centre for Scientific Research	P527	has part(s)	043nepn57	Direction Générale Déléguée à la Science
02feahw73	French National Centre for Scientific Research	P527	has part(s)	044cfnj78	GRIDCAD - Grenoble Alpes Recherche-Infrastructure de Calcul intensif et de Données
02feahw73	French National Centre for Scientific Research	P527	has part(s)	0458hw939	TETIS - Territoires, Environnement, Télédétection et Information Spatiale
02feahw73	French National Centre for Scientific Research	P527	has part(s)	0467x8h16	Maison des Sciences de l'Homme-Alpes
02feahw73	French National Centre for Scientific Research	P527	has part(s)	046dap961	Laboratoire interdisciplinaire d’études sur les réflexivités - Fonds Yan Thomas
02feahw73	French National Centre for Scientific Research	P527	has part(s)	048289s82	Architecture, Milieu, Paysage
02feahw73	French National Centre for Scientific Research	P527	has part(s)	048d5xq24	Laboratoire Lumière, Matière et Interfaces
02feahw73	French National Centre for Scientific Research	P527	has part(s)	049k66y27	Laboratoire de Physique et Chimie de l’Environnement et de l’Espace
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04ahb2147	Centre de recherche français à Jérusalem
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04aq4ab28	Centre d'études sociologiques et politiques Raymond-Aron
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04b0z7q78	Institut des Sciences Humaines et Sociales
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04bgzse17	Chimie Biologie Innovation
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04bzgtz06	Takuvik Joint International Laboratory
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04ces3204	Huma-Num
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04cms1b08	Transitions Energétiques et Environnementales
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04daj8721	France, Amériques, Espagne, Sociétés, Pouvoirs, Acteurs
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04dv4he91	Laboratoire d'Informatique en Images et Systèmes d'Information
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04dyeh227	Bordeaux Imaging Center
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04e3d6y73	Centre International de Rencontres Mathématiques
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04ej53908	Typologie et Universaux Linguistiques
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04f5rw142	Laboratoire de Mécanique, Multiphysique, Multiéchelle
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04fhvpc68	Département de Pharmacochimie Moléculaire
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04fsxy317	ScanMAT
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04g0ktq11	Bibliothèque Jacques Hadamard
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04gf9wd48	Institut de Recherche en Musicologie
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04gxn9h90	Savoirs et Mondes Indiens
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04j9ztm78	Institut d'Histoire du Droit Jean Gaudemet
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04k5h2q42	(Epi)génomique fonctionnelle métabolique et des dysfonctions dans le diabète de type 2 et des maladies associées
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04k5jw363	Laboratoire de Mathématiques de Versailles
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04k8wt746	Sommeil, Addiction et Neuropsychiatrie
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04kbqb151	BISCEm - Biologie Intégrative Santé Chimie Environnement
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04kdfz702	Institut National des Sciences de l'Univers
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04mq2px33	GeoRessources
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04n9eyw42	Archéologie des Sociétés Méditerranéennes
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04nrhwg12	Laboratoire de Mathématiques de Besançon
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04pwzyv45	Droit International Comparé et Européen
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04qz4qy85	Laboratoire de Recherche Historique Rhône-Alpes
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04rp2mn26	Institut de Recherche sur la Biologie de l'Insecte UMR 7261
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04s6f1186	Laboratoire Ligérien de Linguistique
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04v668f18	Institut des Matériaux Poreux de Paris
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04ved1v49	Relais d'information sur les sciences de la cognition
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04wbg2z51	Observatoire pour la Conservation de la Mégafaune Marine
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04x9a0q46	Triangle
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04yrrdj53	Mathématiques Appliquées à Paris 5
02feahw73	French National Centre for Scientific Research	P527	has part(s)	04z22qz54	Institut des Sciences de l'Information et de leurs Interactions
02feahw73	French National Centre for Scientific Research	P527	has part(s)	0502mw613	Centre Franco-Égyptien d’Étude des Temples de Karnak
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05079x435	Maison des Sciences de l'Homme Paris Nord
02feahw73	French National Centre for Scientific Research	P527	has part(s)	050gdsq06	Institut d'ethnologie méditerranéenne européenne et comparative
02feahw73	French National Centre for Scientific Research	P527	has part(s)	050jcm728	Institut National des Sciences Mathématiques et de leurs Interactions
02feahw73	French National Centre for Scientific Research	P527	has part(s)	050x42563	Microscopies, imageries et ressources analytiques en région Centre-Val de Loire
02feahw73	French National Centre for Scientific Research	P527	has part(s)	052cnt662	Étude des Structures, des Processus d’Adaptation et des Changements de l’Espace
02feahw73	French National Centre for Scientific Research	P527	has part(s)	052pqt102	Plateforme de chimie biologique intégrative de Strasbourg
02feahw73	French National Centre for Scientific Research	P527	has part(s)	0530qwm02	Institut Terre & Environnement de Strasbourg
02feahw73	French National Centre for Scientific Research	P527	has part(s)	0546jt497	Histoire des Théories Linguistiques
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05481me13	AlgoSolis
02feahw73	French National Centre for Scientific Research	P527	has part(s)	054f5fc35	Fédération Informatique de Lyon
02feahw73	French National Centre for Scientific Research	P527	has part(s)	055nbmz93	Micro et Nanomédecines translationnelles
02feahw73	French National Centre for Scientific Research	P527	has part(s)	056hav897	Plateformes Lilloises en Biologie et Santé
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05akjb009	Biologie des interactions hôte-parasite
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05ax2x637	Centre de recherche en paléontologie - Paris
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05d362832	Laboratoire de Chimie Bio-inspirée et d’Innovations Ecologiques
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05de6h762	Maison de l'Orient et de la Méditerranée Jean Pouilloux
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05djhd259	Institut Denis Poisson
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05ef4v550	Unité en Sciences Biologiques et Biotechnologies de Nantes
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05gscwg02	Low Noise Inter-Disciplinary Underground Science & Technology
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05gz4kr37	Observatoire Océanologique de Banyuls-sur-Mer
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05j8sgr10	Architecture Histoire Technique Territoire Patrimoine
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05k1a6w82	Laboratoire Morphodynamique Continentale et Côtière
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05k267t15	France Génomique
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05nhcdk38	Laboratoire de Physique Théorique et Modélisation
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05pny1q12	Laboratoire d'Ecologie des Hydrosystèmes Naturels et Anthropisés
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05pwkex33	Observatoire des Sciences de l'Univers de Rennes
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05q3pap39	Centre de Recherche sur la Conservation
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05qhnf349	Acquisition et Analyse de Données pour l'Histoire naturelle
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05r25mc45	Plateforme d'Imagerie Biomédicale
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05sat2s07	Littoral, Environnement, Télédétection, Géomatique
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05t8ct211	Climat, Environnement, Couplages et Incertitudes
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05tb4mb78	Laboratoire d'Archéologie Médiévale et Moderne en Méditerranée
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05v0fms67	Laboratoire Information Génomique et Structurale
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05vrs3189	Centre de Recherche en Informatique, Signal et Automatique de Lille
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05wy2cj05	Laboratoire architecture anthropologie
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05x9zmx47	CANTHER - Hétérogénéité, Plasticité et Résistance aux Thérapies des Cancers
02feahw73	French National Centre for Scientific Research	P527	has part(s)	05y76vp22	Institut de recherche mathématique de Rennes
02fek2d03	GERFLINT	P361	part of	0581esp57	Fondation Maison des Sciences de l'Homme
02fez3815	Fraunhofer Institute for Cognitive Systems	P361	part of	05hkkdn48	Fraunhofer Society
02ff7k505	R.E. Kavetsky Institute of Experimental Pathology, Oncology and Radiobiology	P361	part of	00je4t102	National Academy of Sciences of Ukraine
02ffkja82	Hewlett-Packard (India)	P361	part of	059rn9488	Hewlett-Packard (United States)
02ffzw118	Columbia College - California	P361	part of	02zb8tm77	Yosemite Community College District
02fgakj19	Integrative Neuroscience and Cognition Center	P361	part of	02feahw73	French National Centre for Scientific Research
02fgakj19	Integrative Neuroscience and Cognition Center	P361	part of	05f82e368	Université Paris Cité
02fha3693	University Hospitals of Leicester NHS Trust	P527	has part(s)	01fphh031	NIHR Leicester-Loughborough Diet, Lifestyle and Physical Activity Biomedical Research Unit
02fha3693	University Hospitals of Leicester NHS Trust	P527	has part(s)	01tnf8c58	Feilding Palmer Hospital
02fha3693	University Hospitals of Leicester NHS Trust	P527	has part(s)	02zg49d29	Leicester General Hospital
02fha3693	University Hospitals of Leicester NHS Trust	P527	has part(s)	031mc4w27	Hinckley and District Hospital
02fha3693	University Hospitals of Leicester NHS Trust	P527	has part(s)	03jkz2y73	Leicester Royal Infirmary
02fha3693	University Hospitals of Leicester NHS Trust	P527	has part(s)	03ke6rf22	NIHR Leicester Cardiovascular Biomedical Research Unit
02fha3693	University Hospitals of Leicester NHS Trust	P527	has part(s)	048a96r61	Glenfield Hospital
02fha3693	University Hospitals of Leicester NHS Trust	P527	has part(s)	04s4s0979	NIHR Leicester Respiratory Biomedical Research Unit
02fha3693	University Hospitals of Leicester NHS Trust	P527	has part(s)	059c7vm29	St Lukes Hospital
02fha3693	University Hospitals of Leicester NHS Trust	P527	has part(s)	05xqxa525	NIHR Leicester Biomedical Research Centre
02fhcbb53	Bio-Rad (United Kingdom)	P361	part of	03cjntr43	Bio-Rad (United States)
02fhgbp51	National Institute of Education	P361	part of	02e7b5302	Nanyang Technological University
02fhvxj45	Temple University Health System	P527	has part(s)	029xz3860	Jeanes Hospital
02fhvxj45	Temple University Health System	P527	has part(s)	0567t7073	Fox Chase Cancer Center
02fhy7464	Mathematical Institute	P361	part of	03h7qq074	Slovak Academy of Sciences
02fj1x097	Sidney & Lois Eskenazi Hospital	P361	part of	0046t1019	Eskenazi Health
02fjqfr36	Wildlife Conservation Society Indonesia	P361	part of	01xnsst08	Wildlife Conservation Society
02fke9256	Laboratoire de Mécanique et Génie Civil	P361	part of	00s19x989	Institut des Sciences de l'Ingénierie et des Systèmes
02fke9256	Laboratoire de Mécanique et Génie Civil	P361	part of	051escj72	University of Montpellier
02fkk6k65	Ministry of Culture, Sports and Tourism	P361	part of	019xm3p48	Government of the Republic of Korea
02fkk6k65	Ministry of Culture, Sports and Tourism	P527	has part(s)	007w7dm12	Korean Studies Institute
02fkk6k65	Ministry of Culture, Sports and Tourism	P527	has part(s)	036vyg793	Korea Creative Content Agency
02fkw1114	Institute for the Chemistry of OrganoMetallic Compounds	P361	part of	04zaypm56	National Research Council
02fm3sv87	Office of the National Coordinator for Health Information Technology	P361	part of	033jnv181	United States Department of Health and Human Services
02fmy9v62	Institute of Fruit Tree and Tea Science	P361	part of	023v4bd62	National Agriculture and Food Research Organization
02fn8ac40	Ministry of Economy	P527	has part(s)	00f21s284	Office of the Chief Scientist
02fnkyh09	Central Scientific Library of the Far Eastern Branch of the Russian Academy of Sciences	P361	part of	05t43vz03	Far Eastern Branch of the Russian Academy of Sciences
02fnpjd08	Institute of Vegetables and Flowers	P361	part of	0313jb750	Chinese Academy of Agricultural Sciences
02fnq0s83	DMG Mori (Japan)	P527	has part(s)	02q11zr32	DMG Mori (Germany)
02fnq0s83	DMG Mori (Japan)	P527	has part(s)	03w4fhz38	DMG Mori (Poland)
02fnq0s83	DMG Mori (Japan)	P527	has part(s)	055qtnk39	DMG Mori (United Kingdom)
02fpcgg22	Penrith Community Hospital	P361	part of	003hq9m95	North Cumbria Integrated Care NHS Foundation Trust
02fq16441	Kalyani Group (India)	P527	has part(s)	00enahz60	Bharat Forge (India)
02fqdw168	WaterNSW	P361	part of	050khh066	New South Wales Department of Primary Industries
02fqepy07	Cree (China)	P361	part of	02127h732	Cree (United States)
02frayk71	PerkinElmer (Ireland)	P361	part of	05s8x7560	PerkinElmer (United States)
02frf8h21	St. John Medical Center	P361	part of	00s1szh94	Ascension
02frkq021	Siberian Branch of the Russian Academy of Sciences	P361	part of	05qrfxd25	Russian Academy of Sciences
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	006btmz82	Institute of Systematics and Ecology of Animals
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	007ebp326	Krasnoyarsk Scientific Center
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	008kv0w14	Siberian Center for Environmental Research and Training
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	00c6xwj41	Institute of Chemistry and Chemical Technology
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	00f4mz521	Institute of Strength Physics and Materials Science
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	00mj88198	Institute of Natural Resources, Ecology and Cryology
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	00q976b76	V. B. Sochava Institute of Geography
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	00shc0s02	Sobolev Institute of Mathematics
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	011nbgj79	Institute of Coal of the Siberian Branch of the RAS
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	01473qm81	Siberian Institute of Business Management and Psychology
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	0168c7237	State Public Scientific Technological Library of Siberian Branch of Russian Academy of Sciences
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	01dc8vg74	A.P. Ershov Institute of Informatics Systems, Siberian Branch of the Russian Academy of Sciences
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	01rwqqv19	Melnikov Permafrost Institute of the Siberian Branch of the Russian Academy of Science
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	01v5rbf40	Yu.G. Shafer Institute of Cosmophysical Research and Aeronomy
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	02375ts60	New Siberian Institute
02frkq021	Siberian Branch of the Russian Academy of Sciences	P527	has part(s)	0277xgb12	Institute of Cytology and Genetics
