subjectROR	subjectLabel	predicate	predicateLabel	objectROR	objectLabel
030bbe882	University of the Republic	P527	has part(s)	02trn6p95	Comisión Sectorial de Investigación Científica
00c4zhw53	Open Group	P527	has part(s)	02exqgm79	Hitachi (Japan)
014ja3n03	University Hospitals Birmingham NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
04cz2yk65	Swedish Civil Contingencies Agency	P361	part of	051y11y24	Ministry of Justice
0510zxr89		P361	part of	02szraf30	Goethe Institut
050rtva22	Geological Survey of Sweden	P361	part of	03wt3br81	Ministry of Enterprise, Energy and Communications
05ksqqc16		P361	part of	03gng8t46	Federal Ministry of Education, Science and Research
05yjz6y13	University Medical Center Rizk Hospital	P361	part of	00hqkan37	Lebanese American University
059cjpv64	Second Affiliated Hospital of Zhejiang University	P361	part of	00a2xv884	Zhejiang University
00qgtny50	Institute of Solid State Physics and Semiconductors	P361	part of	02j8pe645	National Academy of Sciences of Belarus
042pm2v89	Magyar Madártani és Természetvédelmi Egyesület	P361	part of	04wcaa208	BirdLife international
05bx2yj81	Salisbury District Hospital	P361	part of	02wnqcb97	National Health Service
02z2yec16		P361	part of	0064kty71	Sun Yat-sen University
0193wvd18	Ilkley Coronation Hospital	P361	part of	02wnqcb97	National Health Service
00c8rjz37	Mansoura University Hospital	P361	part of	01k8vtd75	Mansoura University
003hq9m95	North Cumbria Integrated Care NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
01z3j1770	Crewkerne Community Hospital	P361	part of	02wnqcb97	National Health Service
0362x2g28	Forestry Research Institute of Karelian Research Centre	P361	part of	05wgt8358	Karelian Research Centre
01g4rg913	Rajabhat University System	P527	has part(s)	004emtb57	Phetchabun Rajabhat University
0003e4m70	Hull York Medical School	P361	part of	04nkhwh30	University of Hull
03q4p1y48	Haga Hospital	P527	has part(s)	01w48gk31	Lange Land Ziekenhuis
02xcy2g83		P361	part of	05a28rw58	ETH Zurich
01js4x705	National Defence University	P361	part of	04avm2781	Finnish Defence Forces
03k6ngg59	Friarage Hospital	P361	part of	02wnqcb97	National Health Service
02y9g2b52	Morehouse College	P527	has part(s)	049xfwy04	Rhodes College
03jmjy508	Hôtel-Dieu de Paris	P361	part of	00pg5jh14	Assistance Publique – Hôpitaux de Paris
044171329	Research Institute of Pharmacology and Regenerative Medicine named ED Goldberg	P361	part of	01z0w8p93	Tomsk National Research Medical Center
03mccxv57	Derbyshire Children's Hospital	P361	part of	02wnqcb97	National Health Service
05k21nx54	Samuel Johnson Community Hospital	P361	part of	02wnqcb97	National Health Service
043qcaa25	The Joint Institute of Mechanical Engineering	P361	part of	02j8pe645	National Academy of Sciences of Belarus
0470vke61	Finmeccanica (Italy)	P361	part of	0101er145	Ministero dell'Economia e delle Finanze
001m5qg34	Darent Valley Hospital	P361	part of	02wnqcb97	National Health Service
04tsv5127	DIAKO	P361	part of	02v2egw15	Diakonie Deutschland
00ng6k310	Chapel Allerton Hospital	P361	part of	02wnqcb97	National Health Service
05gzb7v46	Museum of New Mexico Foundation	P361	part of	02engqd33	Museum of New Mexico
055pdxb86	East Midlands Ambulance Service NHS Trust	P361	part of	02wnqcb97	National Health Service
027bh9e22	Leiden University	P527	has part(s)	05xvt9f17	Leiden University Medical Center
020120f86	Institut supérieur de l'automobile et des transports	P361	part of	00g700j37	
00h3hwc05	Bristol General Hospital	P361	part of	02wnqcb97	National Health Service
00183pc12	Kharkiv Institute of Physics and Technology	P361	part of	00je4t102	National Academy of Sciences of Ukraine
02v2egw15	Diakonie Deutschland	P527	has part(s)	02ahksm63	Diakonie Baden
043rxf076		P527	has part(s)	029brtt94	Claude Bernard University Lyon 1
00sxf8635	NSWC Port Hueneme Division	P361	part of	03d4ecn10	Naval Surface Warfare Center
05wg1m734	Radboud University Nijmegen Medical Centre	P361	part of	016xsfp80	Radboud University Nijmegen
01g4rg913	Rajabhat University System	P527	has part(s)	00s338690	Lampang Rajabhat University
02gm5zw39	Universitätsklinikum Aachen	P361	part of	04xfq0f34	RWTH Aachen University
00teeat87	Hospital de Magalhães Lemos	P361	part of	020j5zv28	
04eg5s337	Mediterranean Universities Union	P527	has part(s)	04jmsq731	Arab American University
043rxf076		P527	has part(s)	057qpr032	University of Bordeaux
031xaae12		P527	has part(s)	02cg59151	Hospital Pulido Valente
036f4sz05	Łukasiewicz Research Network	P527	has part(s)	003g5mn55	Instytut Lotnictwa
03k95y741	South Warwickshire NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
02vbab064		P361	part of	00f54p054	Stanford University
00cfdk448	Royal Cornwall Hospital	P361	part of	02wnqcb97	National Health Service
02y9g2b52	Morehouse College	P527	has part(s)	02jqn4a25	Ursinus College
00hgzve81	Swedish Meteorological and Hydrological Institute	P361	part of	0266hg789	
00jbe9340	Dienst voor Wetenschappelijke en Technische Informatie	P361	part of	01fapfv42	Belgian Federal Science Policy Office
02pa0cy79	University Hospitals Dorset NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
05ne4t757	Kent and Sussex Hospital	P361	part of	02wnqcb97	National Health Service
00ak30749	Cheadle Community Hospital	P361	part of	02wnqcb97	National Health Service
02psd3416	Islamic Azad University, Nowshahr Branch	P361	part of	01kzn7k21	Islamic Azad University, Tehran
02g7qcb42	Osakidetza	P361	part of	026z37f85	
01tcx0921	Länsstyrelsen Västra Götalands län	P361	part of	0035nx336	Ministry of Finance
05fx5mz56	University of Nigeria Teaching Hospital	P361	part of	01sn1yx84	University of Nigeria
00ra8zc69	Ministère de l’Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs	P361	part of	05waa5295	Government of Quebec
002e5rj75	International Union of Food Science and Technology	P361	part of	005vhrs19	International Council for Science
04mw34986	Gloucestershire Hospitals NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
01qbebb31	Papworth Hospital NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
04w6pnc49	Hungarian Research Network	P527	has part(s)	02pnhwp93	Balaton Limnological Institute
05d9zj517	Ormskirk District General Hospital	P361	part of	02wnqcb97	National Health Service
031scq885	Smithsonian Institution Archives	P361	part of	05mgwy297	Smithsonian Libraries
028a8bc58	Institute of Russian Literature	P361	part of	05qrfxd25	Russian Academy of Sciences
01ycr6b80	Royal Liverpool University Hospital	P361	part of	02wnqcb97	National Health Service
049v2fv58	Muban Chombueng Rajabhat University	P361	part of	01g4rg913	Rajabhat University System
023j60p87	Academia Joven de España	P361	part of	052qegn86	
03v9efr22	The Christie NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
0312xab44	Servicio Canario de la Salud	P361	part of	026z37f85	
01j5zzr31	Open Group	P527	has part(s)	00cmhce21	Huawei Technologies (China)
009vheq40	Churchill Hospital	P361	part of	02wnqcb97	National Health Service
01nry9c15	Pasqual Maragall Foundation	P527	has part(s)	03k4wdb90	Barcelonabeta
03xjwb503	University of Paris-Saclay	P527	has part(s)	02vjkv261	Inserm
00hr5y405	DataONE	P361	part of	02t274463	University of California, Santa Barbara
01pj6sv40	EssilorLuxottica (France)	P527	has part(s)	04vjzg452	Luxottica (Italy)
00rv19195		P361	part of	0520mfp02	
03v9e8t09	Centro de Biología Molecular Severo Ochoa	P361	part of	01cby8j38	Autonomous University of Madrid
0098w0b67	Teignmouth Community Hospital	P361	part of	02wnqcb97	National Health Service
00tvq5277		P361	part of	006gmme17	United States Air Force
03sagfk94	Catalan Association of Public Universities	P527	has part(s)	01f5wp925	Open University of Catalonia
02hvsf428	Ziekenhuis Bethesda	P361	part of	01tm5k604	Treant Zorggroep
049nvyb15	Hospital Universitario Fundación Jiménez Díaz	P361	part of	01cby8j38	Autonomous University of Madrid
04esx4891	Dorset HealthCare University NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
009hmnr85	Southeast Climate Adaptation Science Center	P361	part of	023czga33	
02tre1223	William Harvey Hospital	P361	part of	02wnqcb97	National Health Service
01bynmm24	Hospital Universitario Santa Cristina	P361	part of	04dp46240	European University of Madrid
013xpqh61	Munster Technological University	P527	has part(s)	00rt8gn18	Institute of Technology Tralee
0112yzy28	ForestGEO	P361	part of	035jbxr46	Smithsonian Tropical Research Institute
026xdcm93	Royal Cornwall Hospital Trust	P361	part of	02wnqcb97	National Health Service
00m2ka561		P361	part of	04988re48	Polytechnic Institute of Porto
01g4rg913	Rajabhat University System	P527	has part(s)	05rxs7517	Songkhla Rajabhat University
01vv3y523	Torbay Hospital	P361	part of	02wnqcb97	National Health Service
0596wkf93		P361	part of	05rdf8595	Universidade de Vigo
04eg5s337	Mediterranean Universities Union	P527	has part(s)	00vsxg936	University of Bouira
04eg5s337	Mediterranean Universities Union	P527	has part(s)	03wwspn40	Palestine Polytechnic University
05b0g2v72		P361	part of	03n6nwv02	Universidad Politécnica de Madrid
036f4sz05	Łukasiewicz Research Network	P527	has part(s)	02bxtrk46	Institute of Precision Mechanics
015ah0c92	National Institute for Health and Care Excellence	P361	part of	03sbpja79	Department of Health and Social Care
05efe5r97		P361	part of	03gq8fr08	Rutherford Appleton Laboratory
014vz2d20	Bordeaux Sciences Économiques	P527	has part(s)	0086zww50	Research Group in Theoretical and Applied Economics
02nkg1w23		P361	part of	01jem9c82	Regional Government of Andalusia
02dzmwb51	Decatur Public Library	P361	part of	02f5k4n77	DeKalb County Public Library
04rb60x98	University of Valencia Science Park	P361	part of	043nxc105	University of Valencia
01rjqh621	Ministry of Social Justice and Empowerment	P361	part of	036h6g940	Government of India
01hhn8329	Max Planck Society	P527	has part(s)	04fme8709	Center for Free-Electron Laser Science
0262yf988	Alderney Hospital	P361	part of	02wnqcb97	National Health Service
026t0fx73	Veterinary Medical Teaching Hospital	P361	part of	05rrcem69	University of California, Davis
031xaae12		P527	has part(s)	05bz1tw26	Hospital de Santa Maria
04eg5s337	Mediterranean Universities Union	P527	has part(s)	00qsyw664	Istanbul Aydın University
03fqpzb44		P361	part of	05qj6w324	Nationale Forschungsdateninfrastruktur
01zavdj36	Ministry of Health and Social Affairs	P527	has part(s)	0356c4a29	Medical Products Agency
04eg5s337	Mediterranean Universities Union	P527	has part(s)	04gnjpq42	National and Kapodistrian University of Athens
01x441g73	École Centrale de Lille	P361	part of	03btvgn05	University of Lille Nord de France
01esghr10	Columbia University Irving Medical Center	P361	part of	00hj8s172	Columbia University
01jdz5g73		P361	part of	016xsfp80	Radboud University Nijmegen
00q3psk33	Institute of Biophysics and Cell Engineering	P361	part of	02j8pe645	National Academy of Sciences of Belarus
009d3ws08	Instituto de Investigaciones Físicas de Mar del Plata	P361	part of	055eqsb67	National University of Mar del Plata
016g7a124		P361	part of	05591te55	Ludwig-Maximilians-Universität München
02qsmb048	University of Belgrade	P527	has part(s)	0285t0292	
01gnx5040	Cavendish Hospital	P361	part of	02wnqcb97	National Health Service
01j5zzr31	Open Group	P527	has part(s)	020x0c621	Hewlett Packard Enterprise (United States)
03gnr7b55	Nantes Université	P527	has part(s)	00xd6tp42	École Supérieure des Beaux-Arts de Nantes Métropole
00pg5jh14	Assistance Publique – Hôpitaux de Paris	P527	has part(s)	053385a79	Hôpital Dupuytren
01tm5k604	Treant Zorggroep	P527	has part(s)	04pw0tr28	Refaja Ziekenhuis
01s5dt366	University Hospital of Larissa	P361	part of	04v4g9h31	University of Thessaly
0159cmf83	St Peter's Hospital	P361	part of	02wnqcb97	National Health Service
038wqs208	National Agency for Education	P361	part of	01pntf040	Ministry of Education and Research
000tqtb97	Rafik Hariri University Hospital	P361	part of	05x6qnc69	Lebanese University
02kk9ec90	Organization For Tropical Studies	P361	part of	02x81h069	Organization for Tropical Studies
02cxb1m07		P361	part of	05qj6w324	Nationale Forschungsdateninfrastruktur
04c5em741	Wigton Community Hospital	P361	part of	02wnqcb97	National Health Service
03np0rt96	Ministry of Agriculture and Cooperatives	P361	part of	05fp08r12	Government of Thailand
02xfkgs74	Supreme Court of the United States	P361	part of	01ndq3682	United States Courts
0458dap48	Atlantic Technological University	P527	has part(s)	032fvf508	Institute of Technology Sligo
01b5p4884		P361	part of	056wf8856	Kola Science Centre
03dfbba55		P361	part of	05fnp1145	Al Azhar University
042fqyp44	University College London Hospitals NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
03zry0650	Hôpital Georges-Clemenceau	P361	part of	00pg5jh14	Assistance Publique – Hôpitaux de Paris
04eg5s337	Mediterranean Universities Union	P527	has part(s)	03fc1k060	University of Salento
035a9pe58	International Institute of Tropical Agriculture	P361	part of	00va88c89	International Institute of Tropical Agriculture
05f1jmk63		P361	part of	020j5zv28	
05q25dx05	Ministry of Energy Green Technology and Water	P527	has part(s)	02p9mk956	Malaysian Nuclear Agency
010nsgg66	Technische Universität Braunschweig	P361	part of	056mykw55	
02sy8ft18	National Records of Scotland	P361	part of	04v2xmd71	Scottish Government
04eg5s337	Mediterranean Universities Union	P527	has part(s)	02kjms144	Neapolis University Pafos
05qhvy459		P527	has part(s)	05kbck686	
013yc5d80		P527	has part(s)	02htvcm84	
018qh5t24	North West Ambulance Service NHS Trust	P361	part of	02wnqcb97	National Health Service
045wcpc71	Leicestershire Partnership NHS Trust	P361	part of	02wnqcb97	National Health Service
023czga33		P361	part of	035a68863	United States Geological Survey
02md8hv62	Sheffield Children's NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
03rm88931	Blandford Community Hospital	P361	part of	02wnqcb97	National Health Service
00s2qq515	Dr. D.Y. Patil Vidyapeeth, Pune	P527	has part(s)	05watjs66	Dr D Y Patil Dental College & Hospital
03y0ep822	World Health Organization - Zambia	P361	part of	01f80g185	World Health Organization
036x02d82	Tyne and Wear Archives and Museums	P527	has part(s)	00twd4s32	Great North Museum Hancock
01yc93g67	Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
01b2cn516	Hospital Rafael Méndez	P361	part of	05b1rsv17	Universidad Católica San Antonio de Murcia
00vgscq55		P361	part of	02qsmb048	University of Belgrade
05snx2m33		P361	part of	02qsmb048	University of Belgrade
04kt7f841	Berufsgenossenschaftliche Unfallklinik Frankfurt am Main	P361	part of	054224v54	
02n19a666		P361	part of	020j5zv28	
04eg5s337	Mediterranean Universities Union	P527	has part(s)	05k2yek35	Metropolitan University of Tirana
036f4sz05	Łukasiewicz Research Network	P527	has part(s)	035hkbq39	"Łukasiewicz Research Network - Institute of Heavy Organic Synthesis ""Blachownia"""
052e8ag96	Northwest Florida State College	P361	part of	04qy3pa58	Florida College System
04eg5s337	Mediterranean Universities Union	P527	has part(s)	003109y17	University of Cagliari
00myn0z94	Institut de Recherche en Informatique et Systèmes Aléatoires	P361	part of	00crteh33	
0168r3w48	University of California, San Diego	P527	has part(s)	01kbfgm16	UC San Diego Health System
04d0ybj29	Hospital Clínico San Carlos	P361	part of	023cbtv31	Madrid Health Service
02r609884	Bridgwater Community Hospital	P361	part of	02wnqcb97	National Health Service
04eg5s337	Mediterranean Universities Union	P527	has part(s)	0001fmy77	University of Macerata
04ehjk122	Nottinghamshire Healthcare NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
03bnqh738	Castleford, Normanton and District Hospital	P361	part of	02wnqcb97	National Health Service
05q25dx05	Ministry of Energy Green Technology and Water	P527	has part(s)	029dygd35	National Institutes of Biotechnology Malaysia
05x1mdb86	Totnes Community Hospital	P361	part of	02wnqcb97	National Health Service
023dm3d04	Simons Center for Geometry and Physics	P361	part of	05qghxh33	Stony Brook University
04fsd0842	Solent NHS Trust	P361	part of	02wnqcb97	National Health Service
0263jp665	Hôpital René Huguenin	P361	part of	04t0gwh46	Institute Curie
05ja3tr06		P361	part of	02grkyz14	Western University
045sc8e83	Federal Center Research Fundamentals of Biotechnology	P527	has part(s)	0009wsb17	A N Bach Institute of Biochemistry
01jwe7h47		P361	part of	00f3x4340	Spanish Institute of Oceanography
04eg5s337	Mediterranean Universities Union	P527	has part(s)	05skgxb48	Arab International University
03k118f17	Wolfram Research (United States)	P527	has part(s)	00f003n59	Wolfram Research (United Kingdom)
043rxf076		P527	has part(s)	013cjyk83	PSL Research University
057xtrt18	Kurume University	P527	has part(s)	00vjxjf30	Kurume University Hospital
04bjg9m96	Defense Acquisition Program Administration	P361	part of	05hfet039	Ministry of National Defense
02pnm9721	Complejo Hospitalario Universitario de Granada	P361	part of	03q4c3e69	Andalusian Health Service
04m24yn62	National Radio Astronomy Observatory	P527	has part(s)	01adx8c71	Atacama Large Millimeter Submillimeter Array
04nckd528	Dorset County Hospital NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
04f86t017	Hospital de Especialidades	P361	part of	03xddgg98	Mexican Social Security Institute
04s11ea33	Lamarr Institute	P361	part of	04nc32781	Fraunhofer Institute for Intelligent Analysis and Information Systems
042rf5k64		P361	part of	013yc5d80	
00xkqe770	Epsom and St Helier University Hospitals NHS Trust	P361	part of	02wnqcb97	National Health Service
05r0ap620	Zurich University of the Arts	P361	part of	01sxmzj91	Zürcher Fachhochschule
03tdnf746	CETEMMSA Technological Centre (Spain)	P361	part of	023yvt917	
014yxjm16	Moscow State Academy of Water Transport	P361	part of	05gba0366	Russian University of Transport
05dhkbw86	Moscow State Institute of Electronics and Mathematics	P361	part of	055f7t516	National Research University Higher School of Economics
02y9g2b52	Morehouse College	P527	has part(s)	0566sj483	Earlham College
0036ate90	Nuffield Orthopaedic Centre	P361	part of	02wnqcb97	National Health Service
00qx46v42	Bispham Hospital	P361	part of	02wnqcb97	National Health Service
05ktb0281	Clifton Hospital	P361	part of	02wnqcb97	National Health Service
02se1sp19	Harplands Hospital	P361	part of	02wnqcb97	National Health Service
031nbgr73	Bedford Hospital NHS Trust	P361	part of	02wnqcb97	National Health Service
00v0g9w49	Andalusian Earth Sciences Institute	P361	part of	04njjy449	University of Granada
057kybq87	Bridgewater Community Healthcare NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
04bghze60	Dışkapı Yıldırım Beyazıt Eğitim ve Araştırma Hastanesi	P361	part of	03k7bde87	Sağlık Bilimleri Üniversitesi
026sbm463	Federal Office of Bundeswehr Equipment, Information Technology and In-Service Support	P527	has part(s)	0309msh52	Wehrwissenschaftliches Institut für Werk- und Betriebsstoffe
05wwzbv21		P361	part of	05qj6w324	Nationale Forschungsdateninfrastruktur
023c9tc12		P361	part of	02qsmb048	University of Belgrade
04eg5s337	Mediterranean Universities Union	P527	has part(s)	00xddhq60	Al-Ahliyya Amman University
02ygek028	Université Saint-Louis	P361	part of	02495e989	Université Catholique de Louvain
00h486367	United Hospital Center	P361	part of	04fbnx371	West Virginia University Hospitals
02x0ymb50	Council for Mental Health	P527	has part(s)	03x297z98	University of Agder
026zpz859	Kaohsiung Armed Forces General Hospital	P527	has part(s)	017bd5k63	Zuoying Armed Forces General Hospital
012s3r374	Ministry of Science, Technology and Innovation	P527	has part(s)	01k94e681	MIMOS (Malaysia)
005td0w95	Hospital Psiquiatrico Infantil Juan N Navarro	P361	part of	0082wq496	Secretaria de Salud
04qa2gd95		P361	part of	00jyr0d86	United States Department of Homeland Security
02y9g2b52	Morehouse College	P527	has part(s)	03pe1mm80	Hampshire College
016bnqk64	Humber Teaching NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
046wsbf61	St Michael's Hospital	P361	part of	02wnqcb97	National Health Service
02cdjts56	DCE - Danish Centre for Environment and Energy	P361	part of	01aj84f44	Aarhus University
049zedh07	Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Trust	P361	part of	02wnqcb97	National Health Service
00xkkpn05	Norfolk Community Health and Care NHS Trust	P361	part of	02wnqcb97	National Health Service
04eg5s337	Mediterranean Universities Union	P527	has part(s)	00bgk9508	Polytechnic University of Turin
02d3hy418	Institute of Applied Economic Research	P361	part of	00bkc1729	Ministry of Planning, Budget and Management
04gx7mb59	Selçuk Üniversitesi Tıp Fakültesi Hastanesi	P361	part of	045hgzm75	Selçuk University
007gt1a87	Städtisches Klinikum Dresden	P361	part of	035xba693	Krankenhaus Dresden-Friedrichstadt
02wxcj895	Chesterfield Royal Hospital	P361	part of	02wnqcb97	National Health Service
02s1b7x83	Workington Community Hospital	P361	part of	02wnqcb97	National Health Service
047ax2108	Federal Research Centre Coal and Coal Chemistry	P527	has part(s)	011nbgj79	Institute of Coal of the Siberian Branch of the RAS
05wmhj005	Finnish Social Science Data Archive	P361	part of	033003e23	Tampere University
04eg5s337	Mediterranean Universities Union	P527	has part(s)	053f2w588	Manisa Celal Bayar University
04fwa4t58	Harefield Hospital	P361	part of	02wnqcb97	National Health Service
02cc58y38	Hôpital Debrousse	P361	part of	01502ca60	Hospices Civils de Lyon
00gm8tg57		P361	part of	036h6g940	Government of India
02cg59151	Hospital Pulido Valente	P361	part of	020j5zv28	
013cs1q72		P361	part of	020j5zv28	
031aa5q21	Kabardino-Balkarian Scientific Center	P527	has part(s)	01jttce46	Federal State Budget Scientific Institution Institute of Applied Mathematics and Automation
03jcpfa62	V.P. Komisarenko Institute of Endocrinology and Metabolism	P361	part of	042dnf796	National Academy of Medical Sciences of Ukraine
04eg5s337	Mediterranean Universities Union	P527	has part(s)	03a64bh57	University of Catania
030mbcp39	Robert Jones and Agnes Hunt Orthopaedic Hospital	P361	part of	02wnqcb97	National Health Service
00f3x4340	Spanish Institute of Oceanography	P527	has part(s)	01jwe7h47	
05y39br74		P527	has part(s)	04jjy0g33	Hospital Braga
04eg5s337	Mediterranean Universities Union	P527	has part(s)	02d4c4y02	University of Modena and Reggio Emilia
01g16ph33		P361	part of	02z0cah89	Universidad Publica de Navarra
036f4sz05	Łukasiewicz Research Network	P527	has part(s)	00jhf1r34	Łukasiewicz Research Network - Industrial Chemistry Institute
01kxjy285	Scottish Environment Protection Agency	P361	part of	04v2xmd71	Scottish Government
022awwm23	Wellcome Collection	P527	has part(s)	05hde1z07	Wellcome Library
01ep18d71	Northern Lincolnshire and Goole Hospitals NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
05vf86811	Cabi	P361	part of	02y5sbr94	CAB International
0125wpx05		P361	part of	03r8z3t63	UNSW Sydney
02snwfx66	Trafford General Hospital	P361	part of	02wnqcb97	National Health Service
05xzdtn10	Center for Research Resources and Energy Consumption	P361	part of	012a91z28	Universidad de Zaragoza
05nnz2423	Royal Shrewsbury Hospital	P361	part of	02wnqcb97	National Health Service
02exzyx31	International Union of Immunological Societies	P361	part of	01cejnk20	International Union of Immunological Societies
03c2nxn64	Institut national du patrimoine	P361	part of	017rnyz40	Ministry of Culture
026sbm463	Federal Office of Bundeswehr Equipment, Information Technology and In-Service Support	P527	has part(s)	005hq2w28	Wehrtechnische Dienststelle für Schiffe und Marinewaffen, Maritime Technologie und Forschung
01c2t8448	Centre de Microbiologie du Sol et de l'Environnement	P361	part of	00mkad321	Agroecology
048fyec77	Murdoch Children's Research Institute	P361	part of	02rktxt32	Royal Children's Hospital
04eg5s337	Mediterranean Universities Union	P527	has part(s)	0004vyj87	Arab Academy for Science, Technology, and Maritime Transport
052kcks88	Universidade Lusófona do Porto	P361	part of	03fyevk41	
053mxw461	Sevastopol National Technical University	P527	has part(s)	01rd41j61	Sevastopol National University of Nuclear Energy and Industry
039zedc16	St George’s University Hospitals NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
059c60c91	Derby Hospitals NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
04zmmpw58	Swedish National Road and Transport Research Institute	P361	part of	03wt3br81	Ministry of Enterprise, Energy and Communications
03z97cd47	Fundació Privada Centre CIM	P361	part of	03mb6wj31	Universitat Politècnica de Catalunya
0485axj58	University Hospital Southampton NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
04bzgnv13	Oklahoma Library Association	P361	part of	03eg6ys02	American Library Association
03tsg3y65		P361	part of	024mrxd33	University of Leeds
01j5zzr31	Open Group	P527	has part(s)	05hh8d621	IBM (United States)
01mtt4z48		P361	part of	02szraf30	Goethe Institut
05t0s7273	Kansai Gaidai University	P527	has part(s)	02q12v714	
03vn7pd98	Nanotechnology Industries Association	P361	part of	055vs2h16	Nanotechnology Industries Association
02jh1am07	Utah Geological Survey	P361	part of	02f7d6n92	Utah Department of Natural Resources
01tyr1g37	Institute for Biological Instrumentation	P361	part of	0192qrt53	Pushchino Scientific Center for Biological Research
00fzkn482		P361	part of	013yc5d80	
02x0ymb50	Council for Mental Health	P527	has part(s)	05xg72x27	Norwegian University of Science and Technology
03h2bh287	Oxford University Hospitals NHS Trust	P361	part of	02wnqcb97	National Health Service
04d0j0m16		P361	part of	02n96ep67	East China Normal University
02j0x4n73		P361	part of	035a68863	United States Geological Survey
01mqjeb88		P361	part of	05qhvy459	
056bwcz71	Scottish Funding Council	P361	part of	04v2xmd71	Scottish Government
01k2edc04	Carter Bequest Primary Care Hospital	P361	part of	02wnqcb97	National Health Service
00a858n67	Royal United Hospital	P361	part of	02wnqcb97	National Health Service
0531qh590	Ministry of Justice	P361	part of	027acbb13	Government of the Czech Republic
01wvtht83	Russian Children's Clinical Hospital	P361	part of	018159086	Pirogov Russian National Research Medical University
052svzr34	Łukasiewicz Research Network - Wood Technology Institute	P361	part of	036f4sz05	Łukasiewicz Research Network
05sy8gb82	W.M. Keck Science Center	P361	part of	03xaz7s88	Claremont Colleges
01hm85r97	Chorley and South Ribble Hospital	P361	part of	02wnqcb97	National Health Service
005n3yy14	Institute of Physics and Technology	P527	has part(s)	00x0vxx91	Institute of Physics and Technology
00h3d0p13		P361	part of	02grkyz14	Western University
023czga33		P527	has part(s)	00y4zmh56	
03pdc2j75	Haydarpaşa Numune Eğitim ve Araştırma Hastanesi	P361	part of	03k7bde87	Sağlık Bilimleri Üniversitesi
04eg5s337	Mediterranean Universities Union	P527	has part(s)	01yetye73	University of Teramo
0457fah73	Cromer Hospital	P361	part of	02wnqcb97	National Health Service
000pw2z54	Maternal Perinatal Hospital Mónica Pretelini	P361	part of	0082wq496	Secretaria de Salud
05g23q746	Mid Yorkshire Hospitals NHS Trust	P361	part of	02wnqcb97	National Health Service
03kfmyx03	Canterbury Museums and Galleries	P361	part of	00z84ne79	Canterbury City Council
054z15n55		P361	part of	03scae842	
04mdtvp93		P361	part of	0161q6d74	Sinopec (China)
0112eam10	Canadian Institute for Health Information	P527	has part(s)	05k71ja87	Statistics Canada
05gkz0v31	Istituto Cantonale di Patologia	P361	part of	00sh19a92	Ente Ospedaliero Cantonale
0449k9183	Turgut Özal Tıp Merkezi	P361	part of	04asck240	Inonu University
03gc4br58		P361	part of	05591te55	Ludwig-Maximilians-Universität München
012wmz893		P361	part of	02qsmb048	University of Belgrade
057x6za15	University of Carthage	P527	has part(s)	011bq0640	Higher Institute of Food Industries of Tunis
04dwpyh46	Centro Hospitalar do Porto	P361	part of	020j5zv28	
00pg5jh14	Assistance Publique – Hôpitaux de Paris	P527	has part(s)	03zry0650	Hôpital Georges-Clemenceau
020frhs78	International Energy Agency	P361	part of	0438wbg98	Organisation For Economic Co-Operation and Development
002hgm057	Pertamina (Indonesia)	P361	part of	00w1baj53	
04688a324	Nakhon Ratchasima Rajabhat University	P361	part of	01g4rg913	Rajabhat University System
037fz4341	Moseley Hall Hospital	P361	part of	02wnqcb97	National Health Service
05ha03268	Lincolnshire Community Health Services NHS Trust	P361	part of	02wnqcb97	National Health Service
04eg5s337	Mediterranean Universities Union	P527	has part(s)	01jy46q10	Princess Sumaya University for Technology
05pq4yn02	Biology Centre of the Czech Academy of Sciences	P527	has part(s)	039nazg33	Institute of Entomology
05fsyf340		P361	part of	02qsmb048	University of Belgrade
02x0ymb50	Council for Mental Health	P527	has part(s)	000sq7c21	Norges Røde Kors
0503ejf32	Manouba University	P527	has part(s)	05v469c23	
00pg5jh14	Assistance Publique – Hôpitaux de Paris	P527	has part(s)	00ph8tk69	Hôpital Cochin
01esghr10	Columbia University Irving Medical Center	P361	part of	03gzbrs57	NewYork–Presbyterian Hospital
